154.000,0.001
281.000,0.092
362.000,0.171
342.000,0.251
270.000,0.350
316.000,0.430
370.000,0.511
406.000,0.597
279.000,0.681
277.000,0.751
137.000,0.834
309.000,0.930
285.000,1.002
263.000,1.084
329.000,1.180
384.000,1.260
298.000,1.350
255.000,1.430
285.000,1.520
282.000,1.590
344.000,1.680
331.000,1.755
286.000,1.846
233.000,1.917
